Action Name,Prompt Description,Action Function,Data Collection,Data Insertion,Data Exfiltration,Resource Control,Trace Hiding
com.agiletortoise.Drafts-OSX.CaptureIntent,Capture in Drafts Mac,action_external_app,,,,,
com.google.OPA.OPAAskGoogleIntent,Ask Google in OPA,action_external_app,,,,,
com.grailr.CARROTweather.CurrentForecastIntent,Current Forecast in CARROT Weather,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.BookmarkFolderIntent,Bookmark Folder in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.RemoveItemsFromListIntent,Remove Items from List in Toolbox Pro,action_external_app,,,,,
com.sindresorhus.Actions.SetFileCreationModificationDateIntent,Set File Creation Modification Date through Sindresorhus,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetCalendarsIntent,Get Calendars in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.CreateCalendarIntent,Create Calendar in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetAudioIntent,Get Audio in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetEventIDIntent,Get Event ID in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.EditEventIntent,Edit Event in Toolbox Pro,action_external_app,,,,,
com.sindresorhus.Actions.RandomDateTimeIntent,Random Date Time through Sindresorhus,action_external_app,,,,,
com.flexibits.fantastical2.iphone.FKRCreateFromInputIntent,Create Event in Fantastical 2,action_external_app,,,,,
com.culturedcode.ThingsiPad.TAIDeleteItems,Delete Things 3 Items,action_external_app,,,,,
com.alexhay.Console.LogMessageIntent,Log Message in Console,action_external_app,,,,,
com.iconfactory.TotMobile.QueryDotIntent,Query Dot in Tot,action_external_app,,,,,
com.iconfactory.TotMobile.SetDotIntent,Set Dot in Tot,action_external_app,,,,,
com.sindresorhus.Actions.AskForText,Ask for Text through Sindresorhus,action_external_app,,,,,
org.joinmastodon.app.SendPostIntent,Send Post in Mastodon,action_external_app,,,,,
is.workflow.actions.dropbox.appendfile,Append File in Dropbox,action_external_app,,,,,
com.google.chrome.ios.SearchInChromeIntent,Search in Chrome,action_external_app,,,,,
com.zlineman.Jellyfish.ImportShortcutIntent,Import Shortcut in Jellyfish,action_external_app,,,,,
com.apple.mobilesafari.CreateNewPrivateTab,Create New Private Tab in Safari,action_create_private_tab,,,,1.0,
com.feelthemusi.musi.MPlayMyFavoritesIntent,Play My Favorites in Musi,action_external_app,,,,,
com.feelthemusi.musi.MSearchIntent,Search in Musi,action_external_app,,,,,
com.apple.ShortcutsActions.CellularPlanEntity,Filter Cellular Plan,action_filter_cellular,1.0,,,,
com.apple.ShortcutsActions.SetDefaultCellularPlanAction,Set Default Cellular Plan,action_set_default_cellular,,,,1.0,
com.brogrammers.charty.GetInfoAllChartsIntent,Get Info All Charts in Charty,action_external_app,,,,,
com.brogrammers.charty.DeleteChartIntent,Delete Chart in Charty,action_external_app,,,,,
com.brogrammers.charty.NewChartWithSeriesIntent,New Chart with Series in Charty,action_external_app,,,,,
com.brogrammers.charty.StyleAxisIntent,Style Axis in Charty,action_external_app,,,,,
com.brogrammers.charty.AddMovingAverageIntent,Add Moving Average in Charty,action_external_app,,,,,
com.sindresorhus.Actions.TrimWhitespaceIntent,Trim Whitespace through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.ParseCSVIntent,Parse CSV through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.ReverseListIntent,Reverse List through Sindresorhus,action_external_app,,,,,
com.brogrammers.charty.StyleLineSeriesIntent,Style Line Series in Charty,action_external_app,,,,,
com.apple.mobileslideshow.OpenCollectionIntent,Open Collection,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GenerateUUIDIntent,Generate UUID in Toolbox Pro,action_external_app,,,,,
com.omz-software.Pythonista.runscript,Run Script in Pythonista,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.ConvertCurrencyIntent,Convert Currency in Toolbox Pro,action_external_app,,,,,
com.brogrammers.charty.StyleChartIntent,Style Chart in Charty,action_external_app,,,,,
com.brogrammers.charty.StyleScatterSeriesIntent,Style Scatter Series in Charty,action_external_app,,,,,
com.brogrammers.charty.GroupDataIntent,Group Data in Charty,action_external_app,,,,,
com.brogrammers.charty.ExportChartAsImageIntent,Export Chart as Image in Charty,action_external_app,,,,,
com.brogrammers.charty.UpdateWidgetsIntent,Update Widgets in Charty,action_external_app,,,,,
com.dayonelog.dayoneiphone.post,Post in Day One,action_external_app,,,,,
com.tantsissa.AutoSleep.ReadinessIntent,Readiness in AutoSleep,action_external_app,,,,,
com.xvision.datamannext.ShowUsageIntent,Show Usage in DataMan Next,action_external_app,,,,,
com.fifteenjugglers.solarwatch.ComputeSolarEventTimeIntent,Compute Solar Event Time in SolarWatch,action_external_app,,,,,
ch.marcela.ada.LibTerm.RunCommandIntent,Run Command in LibTerm,action_external_app,,,,,
com.sindresorhus.Actions.GlobalVariableDelete,Global Variable Delete through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.TranscribeAudioIntent,Transcribe Audio through Sindresorhus,action_external_app,,,,,
com.apple.shortcuts.TranscribeAudioAction,Transcribe Audio To Text,action_transcribe_audio,,,1.0,,
com.alexhay.ToolboxProForShortcuts.RecogniseSpeechIntent,Recognise Speech in Toolbox Pro,action_external_app,,,,,
com.apple.Numbers.TNiOSOpenAnyDocumentIntent,Open Any Document,action_external_app,,,,,
com.iconfactory.Tot.QueryDotIntent,Query Dot in Tot,action_external_app,,,,,
com.iconfactory.Tot.AddToDotIntent,Add to Dot in Tot,action_external_app,,,,,
com.iconfactory.TotMobile.GetDotIntent,Get Dot in Tot,action_external_app,,,,,
com.agiletortoise.Drafts5.OpenDraftIntent,Open Draft in Drafts 5,action_external_app,,,,,
com.iconfactory.Tot.ShowDotIntent,Show Dot in Tot,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetPhotoAlbumsIntent,Get Photo Albums in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.AddPhotoAlbumIntent,Add Photo Album in Toolbox Pro,action_external_app,,,,,
AsheKube.app.a-Shell.PutFileIntent,Put File in a-Shell,action_external_app,,,,,
AsheKube.app.a-Shell.GetFileIntent,Get File in a-Shell,action_external_app,,,,,
com.google.GoogleMobile.SearchImageWithLensIntent,Search Image with Lens,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.CalculateWithSoulverIntent,Calculate with Soulver in Toolbox Pro,action_external_app,,,,,
com.agiletortoise.Drafts5.QueryWorkspaceIntent,Query Workspace in Drafts 5,action_external_app,,,,,
co.supertop.Castro-2.GetNowPlayingEpisodeDetailsIntent,Get Now Playing Episode Details in Castro 2,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetFilesFromBookmarkedFolderIntent,Get Files from Bookmarked Folder in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.DeleteFilesInBookmarkedFolderIntent,Delete Files in Bookmarked Folder in Toolbox Pro,action_external_app,,,,,
dk.simonbs.Jayson.ViewJSONIntent,View JSON in Jayson,action_external_app,,,,,
dk.simonbs.Jayson.GetFileIntent,Get File in Jayson,action_external_app,,,,,
com.apple.Notes.CreateFolderLinkAction,Create Folder Link in Notes,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.DeleteFromDictionaryIntent,Delete from Dictionary in Toolbox Pro,action_external_app,,,,,
com.brogrammers.charty.AddAverageIntent,Add Average in Charty,action_external_app,,,,,
com.brogrammers.charty.StyleBarSeriesIntent,Style Bar Series in Charty,action_external_app,,,,,
com.apple.mobilesafari.ReadingListItemEntity,Filter the Safari Reading List,action_filter_readinglist_item,1.0,,,,
dk.simonbs.Scriptable.RefreshAllWidgetsIntent,Refresh All Widgets in Scriptable,action_external_app,,,,,
is.workflow.actions.cloudapp.upload,Upload to CloudApp,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.TagFilesIntent,Tag Files in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GenerateThumbnailsIntent,Generate Thumbnails in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetFileURLIntent,Get File URL in Toolbox Pro,action_external_app,,,,,
com.culturedcode.ThingsMac.TAIItemEntity,Open Things 3 Item in Things Mac,action_external_app,,,,,
com.culturedcode.ThingsMac.TAIAddTodo2,Add ToDo on Things 3 in Things Mac,action_external_app,,,,,
com.sindresorhus.Actions.GetFileIconIntent,Get File Icon through Sindresorhus,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.SearchForEmojiIntent,Search for Emoji in Toolbox Pro,action_external_app,,,,,
com.appliedphasor.working-copy.WriteFileIntent,Write File in Working Copy,action_external_app,,,,,
com.appliedphasor.working-copy.CommitRepositoryIntent,Commit Repository in Working Copy,action_external_app,,,,,
com.appliedphasor.working-copy.PushRepositoryIntent,Push Repository in Working Copy,action_external_app,,,,,
com.sindresorhus.Actions.GetTitleOfURLIntent,Get Title of URL through Sindresorhus,action_external_app,,,,,
com.Christopher-Hannah.Text-Case.ReplaceIntent,Replace in Text Case,action_external_app,,,,,
com.minimasoftware.TimerPlus.StartQuickTimerIntent,Start Quick Timer in Timer Plus,action_external_app,,,,,
com.apple.NanoSettings.NPRFSetWakeOnWristRaiseIntent,Set Wake on Wrist Raise on Watch,action_external_app,,,,,
com.apple.NanoSettings.NPRFSetAutoLaunchAudioAppsIntent,Set Auto Launch Audio Apps on Watch,action_external_app,,,,,
com.apple.PBBridgeSupport.BridgeIntents.COSListGizmoFacesIntent,List Gizmo Faces on Watch,action_external_app,,,,,
com.apple.PBBridgeSupport.BridgeIntents.COSGetCurrentGizmoFaceIntent,Get Current Gizmo Face on Watch,action_external_app,,,,,
com.apple.AccessibilityUtilities.AXSettingsShortcuts.AXStartRemoteWatchScreenIntent,Start Remote Watch Screen,action_external_app,,,,,
net.shinyfrog.bear-IOS.grab,Grab Item on Shinyfrog,action_external_app,,,,,
com.ngocluu.goodlinks.GetCurrentLink,Get Current Link in GoodLinks,action_external_app,,,,,
com.ngocluu.goodlinks.AddLinkIntent,Add Link in GoodLinks,action_external_app,,,,,
com.ngocluu.goodlinks.GetCurrentSelection,Get Current Selection in GoodLinks,action_external_app,,,,,
com.ngocluu.goodlinks.LinkEntity,Filter Link in GoodLinks,action_external_app,,,,,
com.ngocluu.goodlinks.OpenLinkIntent,Open Link in GoodLinks,action_external_app,,,,,
me.damir.dropover-mac.AddToShelfIntent,Add to Shelf in Dropover Mac,action_external_app,,,,,
app.cyan.taio.SaveClippingIntent,Save Clipping in Taio,action_external_app,,,,,
is.workflow.actions.properties.note,Get Details of Note,action_properties_images,1.0,,,,
is.workflow.actions.properties.shazam,Get Details of Shazam,action_properties_images,1.0,,,,
dk.simonbs.Jayson.PrettifyJSONIntent,Prettify JSON in Jayson,action_external_app,,,,,
com.elgato.eve.EVEMyCamerasIntent,Open Elgato Cameras,action_external_app,,,,,
com.anthopak.SmartLightsController.GetCurrentRoomsIntent,Get Current Rooms in Smart Lights Controller,action_external_app,,,,,
br.com.marcosatanaka.play.GetVideoIntent,Get Video in Play,action_external_app,,,,,
com.Christopher-Hannah.Text-Case.TextCaseIntent,Convert Text Case,action_external_app,,,,,
com.sindresorhus.Actions.ParseJSON5Intent,Parse JSON5 through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.SymbolImageIntent,Symbol Image through Sindresorhus,action_external_app,,,,,
is.workflow.actions.properties.itunesartist,Get Details of iTunes Artist,action_properties_images,1.0,,,,
com.alexhay.ToolboxProForShortcuts.QuickMenuIntent,Quick Menu in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetMenuItemIntent,Get Menu Item in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetTextFromImageIntent,Get Text from Image in Toolbox Pro,action_external_app,,,,,
net.shinyfrog.bear-iOS.SFSearchNotesIntent,Search Notes on Shinyfrog,action_external_app,,,,,
net.shinyfrog.bear-iOS.SFAddToNoteIntent,Add to Note on Shinyfrog,action_external_app,,,,,
net.shinyfrog.bear-iOS.SFCreateNoteIntent,Create Note on Shinyfrog,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetMovieDetailsIntent,Get Movie Details in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.DetectFacesIntent,Detect Faces in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.RecogniseObjectsInImageIntent,Recognise Objects in Image in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.RemoveEmojiIntent,Remove Emoji in Toolbox Pro,action_external_app,,,,,
com.obdura.playlistimport.MakePlaylistFromURLIntent,Make Playlist from URL in Playlist Import,action_external_app,,,,,
com.obdura.playlistimport.AllImportsFinishedIntent,All Imports Finished in Playlist Import,action_external_app,,,,,
com.apple.Notes.DeleteNotesLinkAction,Delete Notes Link,action_external_app,,,,,
com.agiletortoise.Drafts-OSX.OpenDraftIntent,Open Draft in Drafts,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.CreateRemindersListIntent,Create Reminders List in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.CreateReminderIntent,Create Reminder in Toolbox Pro,action_external_app,,,,,
dk.simonbs.Scriptable.ParameterizedRunScriptIntent,Parameterized Run Script in Scriptable,action_external_app,,,,,
com.pvieito.HomeBot.HomeBotGetHomeItemsIntent,Get Home Items in HomeBot,action_external_app,,,,,
com.pvieito.HomeBot.HomeBotRunHomeActionIntent,Run Home Action in HomeBot,action_external_app,,,,,
com.starbucks.mystarbucks.SBAOrderItemIntent,Order Item in My Starbucks,action_external_app,,,,,
com.alexhay.ToolboxPro2.GenerateTextIntent,Generate Text in Toolbox Pro 2,action_external_app,,,,,
com.overdesigned.Cheatsheet.CSAddCheatIntent,Add Cheat in Cheatsheet,action_external_app,,,,,
com.zlineman.Jellyfish.ImportObjectsIntent,Import Objects in Jellyfish,action_external_app,,,,,
com.zlineman.Jellyfish.GrabJellycutIntent,Grab Jellycut in Jellyfish,action_external_app,,,,,
com.7Z88K9GUU8.com.rileytestut.AltStore.RefreshAllIntent,Refresh All in AltStore,action_external_app,,,,,
com.openplanetsoftware.Just-Press-Record-for-iOS.StartRecordingIntent,Start Recording in Just Press Record,action_external_app,,,,,
com.bloombuilt.dayone-ios.ShowEntriesIntent,Show Entries in Day One,action_external_app,,,,,
ke.bou.WidgetPack.TextIntent,Text in WidgetPack,action_external_app,,,,,
ke.bou.WidgetPack.ImageIntent,Image in WidgetPack,action_external_app,,,,,
ke.bou.WidgetPack.StackIntent,Stack in WidgetPack,action_external_app,,,,,
com.LennartBusch.Milage.TimeStampsIntent,Time Stamps in Milage,action_external_app,,,,,
com.LennartBusch.Milage.TripLastDistanceIntent,Trip Last Distance in Milage,action_external_app,,,,,
com.sindresorhus.One-Thing.SetTextIntent,Set Text through Sindresorhus,action_external_app,,,,,
is.workflow.actions.lightroom.import,Import in Lightroom,action_external_app,,,,,
com.agiletortoise.Drafts-OSX.QueryDraftsIntent,Query Drafts in Drafts,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.FilterListIntent,Filter List in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.RemoveDuplicatesIntent,Remove Duplicates in Toolbox Pro,action_external_app,,,,,
com.sindresorhus.Aiko.TranscribeAudioIntent,Transcribe Audio in Aiko,action_external_app,,,,,
com.culturedcode.ThingsiPhone.TAIItemEntity,Open Things 3 Item in Things iPhone,action_external_app,,,,,
com.culturedcode.ThingsiPhone.TAIShowItems2,Show Things 3 Items in Things iPhone,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.SwitchCaseIntent,Switch Case in Toolbox Pro,action_external_app,,,,,
com.sindresorhus.Lock-Screen-One.SetTextIntent,Set Text in Lock Screen One,action_external_app,,,,,
com.rafaelsoh.dime.NewTransactionIntent,New Transaction in Dime,action_external_app,,,,,
com.alexhay.Console.StartLoggingIntent,Start Logging in Console,action_external_app,,,,,
com.alexhay.Console.OutputMessagesIntent,Output Messages in Console,action_external_app,,,,,
com.alexhay.Console.ClearMessagesIntent,Clear Messages in Console,action_external_app,,,,,
com.alexhay.Console.LogItemsIntent,Log Items in Console,action_external_app,,,,,
in.muditbhargava.LookUp.FindCollectedWordsIntent,Find Collected Words in LookUp,action_external_app,,,,,
com.apple.mobilesafari.BookmarkEntity,Filter Bookmark in Safari,action_bookmark_safari,1.0,,,,
ke.bou.GizmoPack.SnapshotMapIntent,Snapshot Map in GizmoPack,action_external_app,,,,,
com.iconfactory.TotMobile.AddToDotIntent,Add to Dot in Tot Mobile,action_external_app,,,,,
dk.simonbs.Retoot.CreateQuoteIntent,Create Quote in Retoot,action_external_app,,,,,
com.sindresorhus.Actions.RandomColorIntent,Random Color through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.OverwriteFile,Overwrite File through Sindresorhus,action_external_app,,,,,
net.shinyfrog.bear-IOS.search,Search on Shinyfrog,action_external_app,,,,,
com.culturedcode.ThingsiPhone.TAIEditItems,Edit Things 3 Items in Things iPhone,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.SmartMenuIntent,Smart Menu in Toolbox Pro,action_external_app,,,,,
ke.bou.WidgetPack.ModifierRelativeFrameIntent,Modifier Relative Frame in WidgetPack,action_external_app,,,,,
com.alexhay.MenuBox.ChooseMenuSetIntent,Choose Menu Set in MenuBox,action_external_app,,,,,
com.apple.mobilesafari.CreateNewTab,Create New Tab in Safari,action_create_newtab,,,,1.0,
com.apple.mobilesafari.CreateNewTabGroup,Create New Tab Group in Safari,action_create_new_tab_group,,,,,
com.apple.mobilesafari.TabGroupEntity,Filter Tab Group in Safari,action_filter_tabgroup,1.0,,,,
com.apple.mobilesafari.OpenTabGroup,Open Tab Group in Safari,action_open_tabgroup,,,,1.0,
com.apple.mobilesafari.OpenTab,Open Tab in Safari,action_opentab_safari,,,,,
com.apple.mobilesafari.OpenBookmark,Open Bookmark in Safari,action_open_bookmark,,,,1.0,
in.muditbhargava.LookUp.ClipboardSearchIntent,Clipboard Search in LookUp,action_external_app,,,,,
com.sindresorhus.Actions.Boolean,Boolean through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.IsAccessibilityFeatureOn,Get if Accessibility Feature is On through Sindresorhus,action_external_app,,,,,
com.microsoft.bing.OpenRewardsIntent,Open Rewards in Bing,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.FindMoviesIntent,Find Movies in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.FindMovies2Intent,Find Movies 2 in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetMovieDetails2Intent,Get Movie Details 2 in Toolbox Pro,action_external_app,,,,,
com.sindresorhus.Actions.CalculateWithSoulver,Calculate with Soulver through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.MusicPlaylist_AppEntity,Filter Music Playlist through Sindresorhus,action_external_app,,,,,
br.com.marcosatanaka.musicbox.GetMusicIntent,Get Music in Music Box,action_external_app,,,,,
br.com.marcosatanaka.music-harbor.ArtistAppEntity,Filter Artist in Music Harbor,action_external_app,,,,,
com.skype.skype.call,Call in Skype,action_external_app,,,,,
com.appliedphasor.working-copy.CloneRepositoryIntent,Clone Repository in Working Copy,action_external_app,,,,,
com.sindresorhus.Actions.Authenticate2,Authenticate 2 through Sindresorhus,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetLocationFromCoordsIntent,Get Location from Coords in Toolbox Pro,action_external_app,,,,,
co.bergen.Darkroom.HSLExportWithDarkroomIntent,HSL Export with Darkroom,action_external_app,,,,,
com.omnigroup.OmniFocus3.iOS.AddTaskPaperIntent,Add Task Paper in OmniFocus 3,action_external_app,,,,,
ke.bou.WidgetPack.SetPropertyIntent,Set Property in WidgetPack,action_external_app,,,,,
ke.bou.WidgetPack.GradientIntent,Gradient in WidgetPack,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.ScanNFCIntent,Scan NFC in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetTextFromImagesIAIHIntent,Get Text from Images in Toolbox Pro,action_external_app,,,,,
nl.jeffreykuiken.NoirApp.SetEnabledForSiteIntent,Set Enabled for Site in Noir,action_external_app,,,,,
nl.jeffreykuiken.NoirApp.SetImageDimmingForSiteIntent,Set Image Dimming for Site in Noir,action_external_app,,,,,
com.alexhay.nautomate.ChooseIntegrationIntent,Choose Integration in Nautomate,action_external_app,,,,,
com.alexhay.nautomate.FindPagesIntent,Find Pages in Nautomate,action_external_app,,,,,
com.alexhay.nautomate.GetTextFromPageIntent,Get Text from Page in Nautomate,action_external_app,,,,,
ke.bou.WidgetPack.ModifierScaledToFillIntent,Modifier Scaled to Fill in WidgetPack,action_external_app,,,,,
com.omnigroup.OmniFocus4.AddTaskIntent,Add Task in OmniFocus 4,action_external_app,,,,,
com.apple.iBooks.SearchBooksIntent,Search Books in iBooks,action_external_app,,,,,
com.omnigroup.OmniFocus4.FindProjectsIntent,Find Projects in OmniFocus 4,action_external_app,,,,,
com.omnigroup.OmniFocus4.ShowFromChoiceIntent,Show From Choice in OmniFocus 4,action_external_app,,,,,
com.omnigroup.OmniFocus4.AddTaskPaperIntent,Add Task Paper in OmniFocus 4,action_external_app,,,,,
com.omnigroup.OmniFocus3.iOS.FindProjectsIntent,Find Projects in OmniFocus 3,action_external_app,,,,,
com.omnigroup.OmniFocus3.iOS.ShowFromChoiceIntent,Show From Choice in OmniFocus 3,action_external_app,,,,,
com.apple.Numbers.TSADocumentOpenIntent,Open Document in Numbers,action_external_app,,,,,
fm.overcast.overcast.OCCurrentEpisodeInfoIntent,Current Episode Info in Overcast,action_external_app,,,,,
com.culturedcode.ThingsiPad.TINAddTodoIntent,Add ToDo in Things 3,action_external_app,,,,,
com.wiheads.paste.GetItemAtIndexIntent,Get Item at Index in Paste,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.ResizeImageExtendedIntent,Resize Image Extended in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.FilterImageIntent,Filter Image in Toolbox Pro,action_external_app,,,,,
is.workflow.actions.wordpress.post,Post in WordPress,action_external_app,,,,,
is.workflow.actions.trello.add.list,Add List in Trello,action_external_app,,,,,
is.workflow.actions.trello.add.board,Add Board in Trello,action_external_app,,,,,
com.sindresorhus.Actions.FormatDateDifferenceIntent,Format Date Difference through Sindresorhus,action_external_app,,,,,
com.agiletortoise.Drafts5.SetDraftIntent,Set Draft in Drafts 5,action_external_app,,,,,
fm.overcast.overcast.OCPlayIntent,Play in Overcast,action_external_app,,,,,
com.omnigroup.OmniFocus3.iOS.FindTasksIntent,Find Tasks in OmniFocus 3,action_external_app,,,,,
is.workflow.actions.tumblr.post,Post in Tumblr,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetTBPToolsIntent,Get TBP Tools in Toolbox Pro,action_external_app,,,,,
com.appliedphasor.working-copy.PullRepositoryIntent,Pull Repository in Working Copy,action_external_app,,,,,
com.sindresorhus.Actions.GetFilePathIntent,Get File Path through Sindresorhus,action_external_app,,,,,
ch.marcela.ada.Pyto.RunCodeIntent,Run Code in Pyto,action_external_app,,,,,
ke.bou.WidgetPack.ModifierForegroundColorIntent,Modifier Foreground Color in WidgetPack,action_external_app,,,,,
com.getcardpointers.app.ShortcutsOfferEntity,Filter Shortcuts Offer in CardPointers,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.PrettyPrintIntent,Pretty Print in Toolbox Pro,action_external_app,,,,,
net.shinyfrog.bear.SFCreateNoteIntent,Create Note in Bear,action_external_app,,,,,
net.shinyfrog.bear-iOS.SFAddTagsToNoteIntent,Add Tags to Note on Shinyfrog,action_external_app,,,,,
com.sindresorhus.Actions.GetUserDetailsIntent,Get User Details through Sindresorhus,action_external_app,,,,,
com.meal.plan.ios.GetRecipeFromURLIntent,Get Recipe from URL in Meal Plan,action_external_app,,,,,
com.orange.telephone.IdentifyPhoneNumber,Identify Phone Number in Orange,action_external_app,,,,,
com.culturedcode.ThingsiPhone.TINAddTodoIntent,Add ToDo in Things iPhone,action_external_app,,,,,
com.sindresorhus.Actions.GetRunningAppsIntent,Get Running Apps through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.SortListIntent,Sort List through Sindresorhus,action_external_app,,,,,
com.agiletortoise.Drafts4.addto,Add to Drafts 4,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.FindArtistsIntent,Find Artists in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.FindAlbumsIntent,Find Albums in Toolbox Pro,action_external_app,,,,,
com.apple.iBooks.BookReaderNavigatePagesIntent,Navigate Pages in iBooks,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.FindTvShowsIntent,Find TV Shows in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetTvShowDetailsIntent,Get TV Show Details in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.BookmarkFileIntent,Bookmark File in Toolbox Pro,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.EditPendingNotificationsIntent,Edit Pending Notifications in Toolbox Pro,action_external_app,,,,,
com.microsoft.to-do.WLAddTaskIntent,Add Task in Microsoft To Do,action_external_app,,,,,
ke.bou.WidgetPack.SFSymbolIntent,SF Symbol in WidgetPack,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.QuickMatchTextIntent,Quick Match Text in Toolbox Pro,action_external_app,,,,,
com.sindresorhus.Actions.IsDeviceOrientationIntent,Get Device Orientation through Sindresorhus,action_external_app,,,,,
com.apple.mobilesafari.OpenView,Open View in Safari,action_open_safariview,,,,1.0,
com.alexhay.ToolboxProForShortcuts.DetectFacesIAIHIntent,Detect Faces in Toolbox Pro,action_external_app,,,,,
com.omz-software.Pythonista.editscript,Edit Script in Pythonista,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.FindPexelPhotosIntent,Find Pexel Photos in Toolbox Pro,action_external_app,,,,,
com.reederapp.5.macOS.GetReadLaterIntent,Get Read Later in Reeder 5,action_external_app,,,,,
com.reederapp.5.macOS.OpenReadLaterIntent,Open Read Later in Reeder 5,action_external_app,,,,,
ke.bou.GizmoPack.CreateWalletPassIntent,Create Wallet Pass in GizmoPack,action_external_app,,,,,
com.alexhay.ToolboxProForShortcuts.GetW3WIntent,Get W3W in Toolbox Pro,action_external_app,,,,,
art.splashy.GetSplashyWallpaperIntent,Get Splashy Wallpaper in Splashy,action_external_app,,,,,
com.sindresorhus.Actions.GetDominantColorsOfImage,Get Dominant Colors of Image through Sindresorhus,action_external_app,,,,,
com.sindresorhus.Actions.GenerateUUIDIntent,Generate UUID through Sindresorhus,action_external_app,,,,,
com.SideStore.SideStore.ZFY6868JV7.RefreshAllIntent,Refresh All in SideStore,action_external_app,,,,,
com.SideStore.SideStore.G44P446W92.RefreshAllIntent,Refresh All in SideStore,action_external_app,,,,,
com.P4N4J84A3M.com.rileytestut.AltStore.ViewAppIntent,View App in AltStore,action_external_app,,,,,
com.P4N4J84A3M.com.rileytestut.AltStore.RefreshAllIntent,Refresh All in AltStore,action_external_app,,,,,
co.zottmann.ActionsForObsidian.CheckForNotes,Check for Notes in Actions for Obsidian,action_external_app,,,,,
co.zottmann.ActionsForObsidian.CheckForNote,Check for Note in Actions for Obsidian,action_external_app,,,,,
co.zottmann.ActionsForObsidian.AppendNote,Append Note in Actions for Obsidian,action_external_app,,,,,
